date,region,property_type,baseline,index_value
1981-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",53.4
1981-07,"Halifax, Nova Scotia",Office,"Index, 2002=100",52.9
1981-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",72.0
1981-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",72.6
1981-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",77.1
1981-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",54.5
1981-07,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",55.5
1981-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",68.7
1981-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",68.5
1981-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",72.6
1981-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",61.9
1981-07,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",56.6
1981-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",64.0
1981-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",77.0
1981-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",71.9
1981-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",49.0
1981-07,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",49.4
1981-07,"Halifax, Nova Scotia",School,"Index, 2002=100",66.3
1981-07,"Halifax, Nova Scotia",School,"Index, 2002=100",81.1
1981-07,"Halifax, Nova Scotia",School,"Index, 2002=100",74.1
1981-07,"Halifax, Nova Scotia",School,"Index, 2002=100",52.2
1981-07,"Halifax, Nova Scotia",School,"Index, 2002=100",51.6
1981-07,"Montréal, Quebec",Office,"Index, 2002=100",58.7
1981-07,"Montréal, Quebec",Office,"Index, 2002=100",64.9
1981-07,"Montréal, Quebec",Office,"Index, 2002=100",59.8
1981-07,"Montréal, Quebec",Office,"Index, 2002=100",53.5
1981-07,"Montréal, Quebec",Office,"Index, 2002=100",49.9
1981-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",62.1
1981-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",62.7
1981-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",64.1
1981-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",52.2
1981-07,"Montréal, Quebec",Warehouse,"Index, 2002=100",54.8
1981-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",61.6
1981-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",60.7
1981-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",61.8
1981-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.9
1981-07,"Montréal, Quebec",Shopping centre,"Index, 2002=100",58.4
1981-07,"Montréal, Quebec",Light factory,"Index, 2002=100",55.8
1981-07,"Montréal, Quebec",Light factory,"Index, 2002=100",60.9
1981-07,"Montréal, Quebec",Light factory,"Index, 2002=100",56.8
1981-07,"Montréal, Quebec",Light factory,"Index, 2002=100",53.0
1981-07,"Montréal, Quebec",Light factory,"Index, 2002=100",53.0
1981-07,"Montréal, Quebec",School,"Index, 2002=100",57.3
1981-07,"Montréal, Quebec",School,"Index, 2002=100",58.4
1981-07,"Montréal, Quebec",School,"Index, 2002=100",60.0
1981-07,"Montréal, Quebec",School,"Index, 2002=100",55.3
1981-07,"Montréal, Quebec",School,"Index, 2002=100",50.0
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",50.5
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.4
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",56.7
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.8
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",51.0
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",52.4
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",52.4
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",52.8
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",46.6
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",54.3
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",52.2
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",49.6
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",50.4
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61.8
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",63.1
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.9
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",53.3
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",48.7
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",45.3
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",53.1
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",50.7
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",51.2
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",54.2
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",48.5
1981-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",45.4
1981-07,"Toronto, Ontario",Office,"Index, 2002=100",49.6
1981-07,"Toronto, Ontario",Office,"Index, 2002=100",47.2
1981-07,"Toronto, Ontario",Office,"Index, 2002=100",54.4
1981-07,"Toronto, Ontario",Office,"Index, 2002=100",47.1
1981-07,"Toronto, Ontario",Office,"Index, 2002=100",46.4
1981-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",45.7
1981-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.6
1981-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",45.5
1981-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",45.8
1981-07,"Toronto, Ontario",Warehouse,"Index, 2002=100",52.2
1981-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",49.9
1981-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",48.3
1981-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",48.3
1981-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.5
1981-07,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.7
1981-07,"Toronto, Ontario",Light factory,"Index, 2002=100",43.9
1981-07,"Toronto, Ontario",Light factory,"Index, 2002=100",48.3
1981-07,"Toronto, Ontario",Light factory,"Index, 2002=100",41.0
1981-07,"Toronto, Ontario",Light factory,"Index, 2002=100",46.7
1981-07,"Toronto, Ontario",Light factory,"Index, 2002=100",44.9
1981-07,"Toronto, Ontario",School,"Index, 2002=100",49.6
1981-07,"Toronto, Ontario",School,"Index, 2002=100",52.5
1981-07,"Toronto, Ontario",School,"Index, 2002=100",51.2
1981-07,"Toronto, Ontario",School,"Index, 2002=100",46.0
1981-07,"Toronto, Ontario",School,"Index, 2002=100",44.9
1981-07,"Calgary, Alberta",Office,"Index, 2002=100",69.4
1981-07,"Calgary, Alberta",Office,"Index, 2002=100",63.4
1981-07,"Calgary, Alberta",Office,"Index, 2002=100",74.3
1981-07,"Calgary, Alberta",Office,"Index, 2002=100",58.9
1981-07,"Calgary, Alberta",Office,"Index, 2002=100",78.4
1981-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",71.6
1981-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",64.9
1981-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",71.6
1981-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",63.2
1981-07,"Calgary, Alberta",Warehouse,"Index, 2002=100",71.4
1981-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",72.2
1981-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",63.7
1981-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.0
1981-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.3
1981-07,"Calgary, Alberta",Shopping centre,"Index, 2002=100",72.9
1981-07,"Calgary, Alberta",Light factory,"Index, 2002=100",69.6
1981-07,"Calgary, Alberta",Light factory,"Index, 2002=100",64.5
1981-07,"Calgary, Alberta",Light factory,"Index, 2002=100",75.4
1981-07,"Calgary, Alberta",Light factory,"Index, 2002=100",62.7
1981-07,"Calgary, Alberta",Light factory,"Index, 2002=100",68.8
1981-07,"Calgary, Alberta",School,"Index, 2002=100",66.6
1981-07,"Calgary, Alberta",School,"Index, 2002=100",64.6
1981-07,"Calgary, Alberta",School,"Index, 2002=100",70.8
1981-07,"Calgary, Alberta",School,"Index, 2002=100",58.7
1981-07,"Calgary, Alberta",School,"Index, 2002=100",65.8
1981-07,"Edmonton, Alberta",Office,"Index, 2002=100",67.9
1981-07,"Edmonton, Alberta",Office,"Index, 2002=100",67.3
1981-07,"Edmonton, Alberta",Office,"Index, 2002=100",71.1
1981-07,"Edmonton, Alberta",Office,"Index, 2002=100",60.2
1981-07,"Edmonton, Alberta",Office,"Index, 2002=100",68.0
1981-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",75.8
1981-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.5
1981-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",76.4
1981-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",65.1
1981-07,"Edmonton, Alberta",Warehouse,"Index, 2002=100",71.4
1981-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",74.7
1981-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",68.7
1981-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",72.4
1981-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",70.0
1981-07,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",57.3
1981-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",69.8
1981-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",69.8
1981-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",74.7
1981-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",63.8
1981-07,"Edmonton, Alberta",Light factory,"Index, 2002=100",61.0
1981-07,"Edmonton, Alberta",School,"Index, 2002=100",67.4
1981-07,"Edmonton, Alberta",School,"Index, 2002=100",70.1
1981-07,"Edmonton, Alberta",School,"Index, 2002=100",70.3
1981-07,"Edmonton, Alberta",School,"Index, 2002=100",60.6
1981-07,"Edmonton, Alberta",School,"Index, 2002=100",61.9
1981-07,"Vancouver, British Columbia",Office,"Index, 2002=100",63.6
1981-07,"Vancouver, British Columbia",Office,"Index, 2002=100",64.2
1981-07,"Vancouver, British Columbia",Office,"Index, 2002=100",64.6
1981-07,"Vancouver, British Columbia",Office,"Index, 2002=100",55.1
1981-07,"Vancouver, British Columbia",Office,"Index, 2002=100",61.9
1981-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",72.4
1981-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",64.4
1981-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",69.5
1981-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",67.6
1981-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",67.6
1981-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",68.3
1981-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",62.5
1981-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",64.0
1981-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",69.8
1981-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60.2
1981-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",63.4
1981-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",64.0
1981-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",63.5
1981-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",64.7
1981-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",56.6
1981-07,"Vancouver, British Columbia",School,"Index, 2002=100",63.3
1981-07,"Vancouver, British Columbia",School,"Index, 2002=100",65.0
1981-07,"Vancouver, British Columbia",School,"Index, 2002=100",64.0
1981-07,"Vancouver, British Columbia",School,"Index, 2002=100",59.9
1981-07,"Vancouver, British Columbia",School,"Index, 2002=100",56.6
1981-10,Seven census metropolitan area composite,Office,"Index, 2002=100",63.8
1981-10,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",59.3
1981-10,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",64.9
1981-10,Seven census metropolitan area composite,Light factory,"Index, 2002=100",55.5
1981-10,Seven census metropolitan area composite,School,"Index, 2002=100",61.8
1981-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",72.7
1981-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",79.4
1981-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",83.9
1981-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",54.2
1981-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",54.0
1981-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",73.8
1981-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",75.3
1981-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",78.5
1981-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",55.3
1981-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",57.1
1981-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",70.0
1981-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",71.3
1981-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",73.9
1981-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",62.5
1981-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",57.4
1981-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",65.2
1981-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",79.3
1981-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",73.5
1981-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",49.5
1981-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",50.5
1981-10,"Halifax, Nova Scotia",School,"Index, 2002=100",67.9
1981-10,"Halifax, Nova Scotia",School,"Index, 2002=100",84.9
1981-10,"Halifax, Nova Scotia",School,"Index, 2002=100",75.5
1981-10,"Halifax, Nova Scotia",School,"Index, 2002=100",52.8
1981-10,"Halifax, Nova Scotia",School,"Index, 2002=100",52.8
1981-10,"Montréal, Quebec",Office,"Index, 2002=100",60.7
1981-10,"Montréal, Quebec",Office,"Index, 2002=100",69.7
1981-10,"Montréal, Quebec",Office,"Index, 2002=100",61.3
1981-10,"Montréal, Quebec",Office,"Index, 2002=100",54.1
1981-10,"Montréal, Quebec",Office,"Index, 2002=100",50.5
1981-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",63.3
1981-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",65.5
1981-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",64.8
1981-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",52.8
1981-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",55.2
1981-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.1
1981-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",64.2
1981-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",62.8
1981-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",65.7
1981-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.9
1981-10,"Montréal, Quebec",Light factory,"Index, 2002=100",57.6
1981-10,"Montréal, Quebec",Light factory,"Index, 2002=100",63.9
1981-10,"Montréal, Quebec",Light factory,"Index, 2002=100",58.6
1981-10,"Montréal, Quebec",Light factory,"Index, 2002=100",53.7
1981-10,"Montréal, Quebec",Light factory,"Index, 2002=100",53.6
1981-10,"Montréal, Quebec",School,"Index, 2002=100",58.6
1981-10,"Montréal, Quebec",School,"Index, 2002=100",61.8
1981-10,"Montréal, Quebec",School,"Index, 2002=100",61.4
1981-10,"Montréal, Quebec",School,"Index, 2002=100",56.0
1981-10,"Montréal, Quebec",School,"Index, 2002=100",50.5
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",51.9
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.9
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",58.4
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",48.1
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",53.6
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",53.3
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",53.3
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",54.3
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",48.0
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",54.4
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",52.9
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",50.0
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",51.7
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",63.4
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",64.7
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",49.1
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",54.0
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",50.5
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.3
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",54.6
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",51.6
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",52.1
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",55.0
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.2
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",46.8
1981-10,"Toronto, Ontario",Office,"Index, 2002=100",51.9
1981-10,"Toronto, Ontario",Office,"Index, 2002=100",51.3
1981-10,"Toronto, Ontario",Office,"Index, 2002=100",56.8
1981-10,"Toronto, Ontario",Office,"Index, 2002=100",47.5
1981-10,"Toronto, Ontario",Office,"Index, 2002=100",47.6
1981-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",48.1
1981-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",48.8
1981-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",47.9
1981-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",46.1
1981-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",52.6
1981-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",51.9
1981-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",52.7
1981-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",49.9
1981-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",57.0
1981-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.8
1981-10,"Toronto, Ontario",Light factory,"Index, 2002=100",46.3
1981-10,"Toronto, Ontario",Light factory,"Index, 2002=100",53.0
1981-10,"Toronto, Ontario",Light factory,"Index, 2002=100",43.9
1981-10,"Toronto, Ontario",Light factory,"Index, 2002=100",46.9
1981-10,"Toronto, Ontario",Light factory,"Index, 2002=100",45.8
1981-10,"Toronto, Ontario",School,"Index, 2002=100",51.3
1981-10,"Toronto, Ontario",School,"Index, 2002=100",57.2
1981-10,"Toronto, Ontario",School,"Index, 2002=100",52.7
1981-10,"Toronto, Ontario",School,"Index, 2002=100",46.3
1981-10,"Toronto, Ontario",School,"Index, 2002=100",45.7
1981-10,"Calgary, Alberta",Office,"Index, 2002=100",70.8
1981-10,"Calgary, Alberta",Office,"Index, 2002=100",63.5
1981-10,"Calgary, Alberta",Office,"Index, 2002=100",74.8
1981-10,"Calgary, Alberta",Office,"Index, 2002=100",60.3
1981-10,"Calgary, Alberta",Office,"Index, 2002=100",82.1
1981-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",72.4
1981-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",65.8
1981-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",72.5
1981-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",64.2
1981-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",72.3
1981-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",73.2
1981-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",64.3
1981-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.9
1981-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",71.0
1981-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",74.8
1981-10,"Calgary, Alberta",Light factory,"Index, 2002=100",70.3
1981-10,"Calgary, Alberta",Light factory,"Index, 2002=100",65.1
